"","taxa","family","genus","lme","rank","survey","source","type.length","level_inferred","b","a"
"1058","Sparidae","Sparidae",NA,24,"Family","IE-IGFS","fb","TL","fam-FAO",3.05444049835205,0.0145104132758161
"1059","Pegusa lascaris","Soleidae","Pegusa",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.16500008106232,0.00690000015310943
"1060","Diplecogaster bimaculata bimaculata","Gobiesocidae","Diplecogaster",24,"Subspecies","IE-IGFS","fb","TL","fam-Ocean",3.08842856543405,0.0121779109550906
"1061","Galeus murinus","Pentanchidae","Galeus",24,"Species","IE-IGFS","fb","TL","gen-FAO",3.09416667620341,0.00204333331203088
"1062","Petromyzon marinus","Petromyzontidae","Petromyzon",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3,0.00208000000566244
"1063","Platichthys flesus","Pleuronectidae","Platichthys",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.90055555767483,0.0160574443741805
"1064","Amblyraja radiata","Rajidae","Amblyraja",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.19000005722046,0.157000005245209
"1065","Labrus bergylta","Labridae","Labrus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3,0.0144999995827675
"1066","Micrenophrys lilljeborgii","Cottidae","Micrenophrys",24,"Species","IE-IGFS","fb","TL","fam-FAO",3.11655002832413,0.0137250000843778
"1067","Cottidae","Cottidae",NA,24,"Family","IE-IGFS","fb","TL","fam-FAO",3.11655002832413,0.0137250000843778
"1068","Brosme brosme","Lotidae","Brosme",24,"Species","IE-IGFS","fb","TL","spe-Ocean",2.92197995185852,0.0273172088898718
"1069","Coelorinchus caelorhincus","Macrouridae","Coelorinchus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.06449997425079,0.0648449987638742
"1070","Syngnathus","Syngnathidae","Nerophis",24,"Genus","IE-IGFS","fb","TL","gen-FAO",2.85800004005432,0.000306999994791113
"1071","Trachyrincus scabrus","Macrouridae","Trachyrincus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.23200011253357,0.00129000004380941
"1072","Pagellus acarne","Sparidae","Pagellus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.09699999202381,0.0109463636340065
"1073","Hippoglossus hippoglossus","Pleuronectidae","Hippoglossus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.1010000705719,0.020299999974668
"1074","Brama brama","Bramidae","Brama",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.18499994277954,0.00510999979451299
"1075","Macrourus berglax","Macrouridae","Macrourus",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.93849992752075,0.0122299999929965
"1076","Chimaera monstrosa","Chimaeridae","Chimaera",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.27049994468689,0.00387000006594462
"1077","Lepidion eques","Moridae","Lepidion",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.54100000858307,0.000949999986914918
"1078","Synaphobranchus kaupii","Synaphobranchidae","Synaphobranchus",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.17750000953674,0.000704999984009191
"1079","Hexanchus griseus","Hexanchidae","Hexanchus",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3,0.0134958401322365
"1080","Rostroraja alba","Rajidae","Rostroraja",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.02999997138977,0.00529000000096858
"1081","Lampanyctus","Myctophidae","Lampanyctus",24,"Genus","IE-IGFS","fb","TL","gen-FAO",2.98000001907349,0.00510000018402934
"1082","Anguilla anguilla","Anguillidae","Anguilla",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.05780488688771,0.00254602437869436
"1083","Etmopterus spinax","Etmopteridae","Etmopterus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.13499999046326,0.00282333333355685
"1084","Scomberesox saurus saurus","Scomberesocidae","Scomberesox",24,"Subspecies","IE-IGFS","fb","TL","gen-FAO",3.19300007820129,0.00150000001303852
"1085","Malacocephalus laevis","Macrouridae","Malacocephalus",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.97150003910065,0.341374990704935
"1086","Lampetra fluviatilis","Petromyzontidae","Lampetra",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.07050001621246,0.00151299999561161
"1087","Dasyatis pastinaca","Dasyatidae","Dasyatis",24,"Species","IE-IGFS","fb","TL","spe-Ocean",2.73213996887207,0.0320799998939037
"1088","Notacanthidae","Notacanthidae",NA,24,"Family","IE-IGFS","fb","TL","fam-FAO",3.05999994277954,0.00120000005699694
"1089","Argyropelecus olfersii","Sternoptychidae","Argyropelecus",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3,0.0187928676605225
"1090","Beryx decadactylus","Berycidae","Beryx",24,"Species","IE-IGFS","fb","TL","spe-Ocean",2.95000004768372,0.0173197314143181
"1091","Centroscymnus coelolepis","Somniosidae","Centroscymnus",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.25999999046326,0.011852999945404
"1092","Lampanyctus crocodilus","Myctophidae","Lampanyctus",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.98000001907349,0.00510000018402934
"1093","Labridae","Labridae",NA,24,"Family","IE-IGFS","fb","TL","fam-FAO",3.05526316793341,0.0128831577879426
"1094","Ammodytes tobianus","Ammodytidae","Ammodytes",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.55999994277954,0.00980000011622906
"1095","Epigonus telescopus","Epigonidae","Epigonus",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3,0.013363491743803
"1096","Notacanthus bonaparte","Notacanthidae","Notacanthus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.05999994277954,0.00120000005699694
"1097","Callionymidae","Callionymidae",NA,24,"Family","IE-IGFS","fb","TL","fam-FAO",2.57766668001811,0.0322553334136804
"1098","Gaidropsarus mediterraneus","Lotidae","Gaidropsarus",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.10149999459585,0.00536833327108373
"1099","Centrolabrus exoletus","Labridae","Centrolabrus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.23000001907349,0.00488499994389713
"1100","Triglops murrayi","Cottidae","Triglops",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3,0.00880332756787539
"1101","Gaidropsarus macrophthalmus","Lotidae","Gaidropsarus",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.95000004768372,0.00633999984711409
"1102","Trigla lyra","Triglidae","Trigla",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.06400001049042,0.0110200000926852
"1103","Spondyliosoma cantharus","Sparidae","Spondyliosoma",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.08690907738426,0.0119009090756828
"1104","Nezumia aequalis","Macrouridae","Nezumia",24,"Species","IE-IGFS","fb","TL","spe-Ocean",2.8266666730245,0.00549333317515751
"1105","Deania calcea","Centrophoridae","Deania",24,"Species","IE-IGFS","fb","TL","gen-Ocean",3.10249996185303,0.00339499994879588
"1106","Chauliodus sloani","Stomiidae","Chauliodus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.1800000667572,0.000899999984540045
"1107","Aphanopus carbo","Trichiuridae","Aphanopus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.37099997202555,0.000243666669121012
"1108","Centrolophus niger","Centrolophidae","Centrolophus",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.34599995613098,0.00240000011399388
"1109","Centrophorus squamosus","Centrophoridae","Centrophorus",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.26333332061768,0.00222666666377336
"1110","Halargyreus johnsonii","Moridae","Halargyreus",24,"Species","IE-IGFS","fb","TL","fam-FAO",3.51499996185303,0.00120000002207234
"1111","Trachyrincus murrayi","Macrouridae","Trachyrincus",24,"Species","IE-IGFS","fb","TL","gen-FAO",3.23200011253357,0.00129000004380941
"1112","Xenodermichthys copei","Alepocephalidae","Xenodermichthys",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3,0.00587228033691645
"1113","Heptranchias perlo","Hexanchidae","Heptranchias",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.07999992370605,0.00209999992512167
"1114","Arctozenus risso","Paralepididae","Arctozenus",24,"Species","IE-IGFS","fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"1115","Zeugopterus regius","Scophthalmidae","Zeugopterus",24,"Species","IE-IGFS","fb","TL","gen-FAO",3.14599990844727,0.0138999996706843
"1116","Mullidae","Mullidae",NA,24,"Family","IE-IGFS","fb","TL","fam-FAO",3.12695321866444,0.00892303571994749
"1117","Lamna nasus","Lamnidae","Lamna",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.59450006484985,0.0804999992251396
"1118","Serranus scriba","Serranidae","Serranus",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.93999993801117,0.0180000001564622
"1119","Mullus","Mullidae","Mullus",24,"Genus","IE-IGFS","fb","TL","gen-FAO",3.12695321866444,0.00892303571994749
"1120","Sebastes","Sebastidae","Sebastes",24,"Genus","IE-IGFS","fb","TL","gen-FAO",3.13700008392334,0.0115000000223517
"1121","Coelorinchus labiatus","Macrouridae","Coelorinchus",24,"Species","IE-IGFS","fb","TL","gen-FAO",3.06449997425079,0.0648449987638742
"1122","Balistes","Balistidae","Balistes",24,"Genus","IE-IGFS","fb","TL","gen-FAO",2.71266667048136,0.0884333327412605
"1123","Centroscymnus crepidater","Somniosidae","Centroscymnus",24,"Species","IE-IGFS","fb","TL","gen-Ocean",3.20249998569489,0.0177565003250493
"1124","Hydrolagus mirabilis","Chimaeridae","Hydrolagus",24,"Species","IE-IGFS","fb","TL","gen-Ocean",3.08799997965495,0.00474833320671072
"1125","Polymetme corythaeola","Phosichthyidae","Polymetme",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.1159999370575,0.00337000004947186
"1126","Magnisudis atlantica","Paralepididae","Magnisudis",24,"Species","IE-IGFS","fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"1127","Pagrus pagrus","Sparidae","Pagrus",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.93599998950958,0.0208499997388572
"1128","Gobiidae","Gobiidae",NA,24,"Family","IE-IGFS","fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"1129","Spinachia spinachia","Gasterosteidae","Spinachia",24,"Species","IE-IGFS","fb","TL","spe-FAO",3,0.00209999992512167
"1130","Leucoraja circularis","Rajidae","Leucoraja",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.07999992370605,0.00389999989420176
"1131","Dalatias licha","Dalatiidae","Dalatias",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3,0.0116999996826053
"1132","Pagellus bogaraveo","Sparidae","Pagellus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.09019999504089,0.0117179997265339
"1133","Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes",24,"Species","IE-IGFS","fb","TL","gen-Ocean",3.30699992179871,0.00120000005699694
"1134","Beryx splendens","Berycidae","Beryx",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.1010000705719,0.00870000012218952
"1135","Raniceps raninus","Gadidae","Raniceps",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.26699995994568,0.00620000017806888
"1136","Notoscopelus kroyeri","Myctophidae","Notoscopelus",24,"Species","IE-IGFS","fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"1137","Scomber japonicus","Scombridae","Scomber",24,"Species","IE-IGFS","fb","TL","spe-Ocean",3.20660002529621,0.00738875003662542
"1138","Chimaera opalescens","Chimaeridae","Chimaera",24,"Species","IE-IGFS","fb","TL","gen-FAO",3.27049994468689,0.00387000006594462
"1139","Symphodus melops","Labridae","Symphodus",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.1350000500679,0.00903999991714954
"1140","Balistes capriscus","Balistidae","Balistes",24,"Species","IE-IGFS","fb","TL","spe-FAO",2.71266667048136,0.0884333327412605
"1141","Atherina presbyter","Atherinidae","Atherina",24,"Species","IE-IGFS","fb","TL","spe-FAO",3.02499997615814,0.00664999987930059
"1142","Ammodytes","Ammodytidae","Ammodytes",24,"Genus","NIGFS","fb","TL","gen-FAO",2.55999994277954,0.00980000011622906
"1143","Clupea harengus","Clupeidae","Clupea",24,"Species","NIGFS","fb","TL","spe-FAO",3.05705001025364,0.00702177587061607
"1144","Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus",24,"Species","NIGFS","fb","TL","spe-FAO",3.17112505435944,0.00186124999163439
"1145","Merlangius merlangus","Gadidae","Merlangius",24,"Species","NIGFS","fb","TL","spe-FAO",3.06236000061035,0.0077439998742193
"1146","Trisopterus esmarkii","Gadidae","Trisopterus",24,"Species","NIGFS","fb","TL","spe-FAO",3,0.00680000009015203
"1147","Gadus morhua","Gadidae","Gadus",24,"Species","NIGFS","fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"1148","Trachurus trachurus","Carangidae","Trachurus",24,"Species","NIGFS","fb","TL","spe-FAO",2.98509090596979,0.0101099999367513
"1149","Sprattus sprattus","Clupeidae","Sprattus",24,"Species","NIGFS","fb","TL","spe-FAO",3.11000001430511,0.00523500004783273
"1150","Pleuronectes platessa","Pleuronectidae","Pleuronectes",24,"Species","NIGFS","fb","TL","spe-FAO",3.12099993228912,0.00778000010177493
"1151","Limanda limanda","Pleuronectidae","Limanda",24,"Species","NIGFS","fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
"1152","Engraulis encrasicolus","Engraulidae","Engraulis",24,"Species","NIGFS","fb","TL","spe-FAO",3.19062858309065,0.00410428573710046
"1153","Eutrigla gurnardus","Triglidae","Eutrigla",24,"Species","NIGFS","fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"1154","Microstomus kitt","Pleuronectidae","Microstomus",24,"Species","NIGFS","fb","TL","spe-FAO",3.04499995708466,0.0087500000372529
"1155","Callionymus lyra","Callionymidae","Callionymus",24,"Species","NIGFS","fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"1156","Trisopterus minutus","Gadidae","Trisopterus",24,"Species","NIGFS","fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"1157","Lophius piscatorius","Lophiidae","Lophius",24,"Species","NIGFS","fb","TL","spe-FAO",2.92016661167145,0.0226983334093044
"1158","Micromesistius poutassou","Gadidae","Micromesistius",24,"Species","NIGFS","fb","TL","spe-FAO",3.31183330217997,0.00267333331673096
"1159","Raja montagui","Rajidae","Raja",24,"Species","NIGFS","fb","TL","spe-FAO",3.27050006389618,0.00235500000417233
"1160","Microchirus variegatus","Soleidae","Microchirus",24,"Species","NIGFS","fb","TL","spe-FAO",3.12799996137619,0.00996749993646517
"1161","Melanogrammus aeglefinus","Gadidae","Melanogrammus",24,"Species","NIGFS","fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"1162","Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus",24,"Species","NIGFS","fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"1163","Solea solea","Soleidae","Solea",24,"Species","NIGFS","fb","TL","spe-FAO",3.07042000293732,0.007413399964571
"1164","Raja clavata","Rajidae","Raja",24,"Species","NIGFS","fb","TL","spe-FAO",3.22740001678467,0.00259400003124028
"1165","Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus",24,"Species","NIGFS","fb","TL","spe-FAO",2.90499997138977,0.016100000590086
"1166","Scyliorhinus stellaris","Scyliorhinidae","Scyliorhinus",24,"Species","NIGFS","fb","TL","spe-Ocean",3.16700005531311,0.0020000000949949
"1167","Chelidonichthys lucerna","Triglidae","Chelidonichthys",24,"Species","NIGFS","fb","TL","spe-FAO",2.99620001316071,0.0101169999223202
"1168","Agonus cataphractus","Agonidae","Agonus",24,"Species","NIGFS","fb","TL","spe-Ocean",2.7404500246048,0.0150000001303852
"1169","Platichthys flesus","Pleuronectidae","Platichthys",24,"Species","NIGFS","fb","TL","spe-FAO",2.90055555767483,0.0160574443741805
"1170","Arnoglossus laterna","Bothidae","Arnoglossus",24,"Species","NIGFS","fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"1171","Scomber scombrus","Scombridae","Scomber",24,"Species","NIGFS","fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"1172","Trisopterus luscus","Gadidae","Trisopterus",24,"Species","NIGFS","fb","TL","spe-FAO",3.19577778710259,0.00780111119254596
"1173","Merluccius merluccius","Merlucciidae","Merluccius",24,"Species","NIGFS","fb","TL","spe-FAO",3.06889998912811,0.00578580009751022
"1174","Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides",24,"Species","NIGFS","fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"1175","Gobiidae","Gobiidae",NA,24,"Family","NIGFS","fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"1176","Taurulus bubalis","Cottidae","Taurulus",24,"Species","NIGFS","fb","TL","spe-FAO",3,0.0153999999165535
"1177","Liparis","Liparidae","Liparis",24,"Genus","NIGFS","fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"1178","Chelidonichthys cuculus","Triglidae","Chelidonichthys",24,"Species","NIGFS","fb","TL","spe-FAO",3.10316665967306,0.00822500015298525
"1179","Raja brachyura","Rajidae","Raja",24,"Species","NIGFS","fb","TL","spe-FAO",3.18250000476837,0.00351499998942018
"1180","Chelidonichthys lastoviza","Triglidae","Chelidonichthys",24,"Species","NIGFS","fb","TL","spe-FAO",2.98116664091746,0.0106533332727849
"1181","Zeugopterus punctatus","Scophthalmidae","Zeugopterus",24,"Species","NIGFS","fb","TL","spe-FAO",3.14599990844727,0.0138999996706843
"1182","Zeugopterus regius","Scophthalmidae","Zeugopterus",24,"Species","NIGFS","fb","TL","gen-FAO",3.14599990844727,0.0138999996706843
"1183","Argentinidae","Argentinidae",NA,24,"Family","NIGFS","fb","TL","fam-FAO",3.2046666542689,0.00349999993341044
"1184","Enchelyopus cimbrius","Lotidae","Enchelyopus",24,"Species","NIGFS","fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"1185","Lumpenus lampretaeformis","Stichaeidae","Lumpenus",24,"Species","NIGFS","fb","TL","spe-Ocean",2.26884996891022,0.011350000044331
"1186","Echiichthys vipera","Trachinidae","Echiichthys",24,"Species","NIGFS","fb","TL","spe-FAO",3.04999995231628,0.010499999858439
"1187","Scophthalmus rhombus","Scophthalmidae","Scophthalmus",24,"Species","NIGFS","fb","TL","spe-FAO",3.01591670513153,0.0153250001603737
"1188","Callionymus","Callionymidae","Callionymus",24,"Genus","NIGFS","fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"1189","Cepola macrophthalma","Cepolidae","Cepola",24,"Species","NIGFS","fb","TL","spe-FAO",2.08899998664856,0.0198500002734363
"1190","Labrus bergylta","Labridae","Labrus",24,"Species","NIGFS","fb","TL","spe-FAO",3,0.0144999995827675
"1191","Squalus acanthias","Squalidae","Squalus",24,"Species","NIGFS","fb","TL","spe-Ocean",3.05726924309364,0.00471846156198388
"1192","Mustelus","Triakidae","Mustelus",24,"Genus","NIGFS","fb","TL","gen-FAO",3.1599999666214,0.00200000003678724
"1193","Mullus surmuletus","Mullidae","Mullus",24,"Species","NIGFS","fb","TL","spe-FAO",3.14515376091003,0.0089589583221823
"1194","Ctenolabrus rupestris","Labridae","Ctenolabrus",24,"Species","NIGFS","fb","TL","spe-FAO",3,0.0122999995946884
"1195","Lesueurigobius friesii","Gobiidae","Lesueurigobius",24,"Species","NIGFS","fb","TL","spe-FAO",3.51500010490417,0.00257000001147389
"1196","Leucoraja naevus","Rajidae","Leucoraja",24,"Species","NIGFS","fb","TL","spe-FAO",3.31100002924601,0.00191666667039196
"1197","Ciliata","Lotidae","Ciliata",24,"Genus","NIGFS","fb","TL","gen-FAO",3,0.0063999998383224
"1198","Capros aper","Caproidae","Capros",24,"Species","NIGFS","fb","TL","spe-FAO",2.81924992799759,0.0299174997489899
"1199","Blennius ocellaris","Blenniidae","Blennius",24,"Species","NIGFS","fb","TL","spe-FAO",2.93650007247925,0.0153999999165535
"1200","Maurolicus muelleri","Sternoptychidae","Maurolicus",24,"Species","NIGFS","fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"1201","Pollachius pollachius","Gadidae","Pollachius",24,"Species","NIGFS","fb","TL","spe-FAO",3.10833334922791,0.00595333334058523
"1202","Buglossidium luteum","Soleidae","Buglossidium",24,"Species","NIGFS","fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"1203","Petromyzontidae","Petromyzontidae",NA,24,"Family","NIGFS","fb","TL","fam-FAO",3.07050001621246,0.00151299999561161
"1204","Gaidropsarus vulgaris","Lotidae","Gaidropsarus",24,"Species","NIGFS","fb","TL","spe-FAO",3.18050003051758,0.00650500017218292
"1205","Syngnathus","Syngnathidae","Syngnathus",24,"Genus","NIGFS","fb","TL","gen-FAO",3.24999995231628,0.000286920000507962
"1206","Zeus faber","Zeidae","Zeus",24,"Species","NIGFS","fb","TL","spe-FAO",3.02000001498631,0.016679999950741
